,titleType,primaryTitle,startYear,runtimeMinutes,genres,PolloRating
211692,movie,Project Almanac,2015,106,"Drama,Mystery,Sci-Fi",0.4815327081325607
21137,movie,Creature from the Black Lagoon,1954,79,"Horror,Sci-Fi",0.48153168942696956
26642,movie,Village of the Damned,1960,77,"Horror,Sci-Fi",0.4813048375539512
277498,movie,Android Kunjappan Ver 5.25,2019,140,"Comedy,Drama,Sci-Fi",0.48129382216105815
43936,movie,Flash Gordon,1980,111,"Action,Adventure,Sci-Fi",0.4812155060815957
29869,movie,Alphaville,1965,99,"Drama,Mystery,Sci-Fi",0.4799616191480557
135151,movie,Push,2009,111,"Action,Sci-Fi,Thriller",0.479657356132481
54843,movie,Darkman,1990,96,"Action,Sci-Fi,Thriller",0.47962899462196573
202796,movie,Transformers: Age of Extinction,2014,165,"Action,Adventure,Sci-Fi",0.4795416218360556
54469,movie,UHF,1989,97,"Comedy,Sci-Fi",0.4791437625139278
210460,movie,Dark Skies,2013,97,"Horror,Sci-Fi,Thriller",0.479051495249117
193328,movie,Frankenstein,2011,130,"Drama,Sci-Fi",0.4790444501890726
259790,movie,The Vast of Night,2019,91,"Drama,Mystery,Sci-Fi",0.4785195397160751
72456,movie,Dragon Ball Z: Revival Fusion,1995,51,"Action,Animation,Sci-Fi",0.478132246638088
65512,movie,Sphere,1998,134,"Action,Mystery,Sci-Fi",0.4779188387588197
152670,movie,The Matrix Resurrections,2021,148,"Action,Sci-Fi",0.4764353857005753
218609,movie,Steins;Gate: The Movie - Load Region of Déjà Vu,2013,90,"Animation,Mystery,Sci-Fi",0.4761239282460447
204743,movie,The Purge,2013,85,"Horror,Sci-Fi,Thriller",0.4747853015311309
69838,movie,Planet of the Apes,2001,119,"Action,Adventure,Sci-Fi",0.474485853351008
120782,movie,Blade: Trinity,2004,113,"Action,Horror,Sci-Fi",0.4742891284865047
42780,movie,The Brood,1979,92,"Horror,Sci-Fi",0.4742801796191593
62595,movie,Richard III,1995,110,"Drama,Sci-Fi,War",0.4742306352411947
153565,movie,Titane,2021,108,"Drama,Horror,Sci-Fi",0.47406598229186864
273446,movie,Freaks,2018,105,"Drama,Mystery,Sci-Fi",0.473979693176548
107961,movie,Hulk,2003,138,"Action,Sci-Fi",0.4735129911482215
219237,movie,Criminal,2016,113,"Action,Sci-Fi,Thriller",0.473247123010886
50920,movie,Bad Taste,1987,91,"Comedy,Horror,Sci-Fi",0.4732324037219892
162232,movie,Resident Evil: Afterlife,2010,96,"Action,Horror,Sci-Fi",0.47304040436862144
149814,movie,G.I. Joe: The Rise of Cobra,2009,118,"Action,Adventure,Sci-Fi",0.4725426247598447
43524,movie,Time After Time,1979,112,"Adventure,Drama,Sci-Fi",0.4721415282365941
215171,movie,Time Lapse,2014,104,"Horror,Sci-Fi,Thriller",0.4718663939292624
134873,movie,Outlander,2008,115,"Action,Adventure,Sci-Fi",0.47145251031605734
73889,movie,Deep Blue Sea,1999,105,"Action,Adventure,Sci-Fi",0.4711842599407813
231336,movie,The Space Between Us,2017,120,"Drama,Romance,Sci-Fi",0.47094714308921476
58357,movie,Universal Soldier,1992,102,"Action,Sci-Fi",0.4706446356312759
52207,movie,The Blob,1988,95,"Horror,Sci-Fi,Thriller",0.47006843647656965
43325,movie,Phantasm,1979,89,"Horror,Sci-Fi",0.46949896342398667
107591,movie,Cypher,2002,95,"Mystery,Sci-Fi,Thriller",0.46925362920126307
103692,movie,The Time Machine,2002,96,"Action,Adventure,Sci-Fi",0.46853626480865096
202703,movie,Spectral,2016,107,"Action,Adventure,Sci-Fi",0.46844307491470344
53151,movie,Tetsuo: The Iron Man,1989,67,"Horror,Sci-Fi",0.46792625719849074
92045,movie,The 6th Day,2000,123,"Action,Mystery,Sci-Fi",0.46778644744380227
233087,movie,The Purge: Election Year,2016,108,"Action,Horror,Sci-Fi",0.46764793305146024
258056,movie,X-Men: Dark Phoenix,2019,113,"Action,Adventure,Sci-Fi",0.4674096065245829
51302,movie,The Hidden,1987,97,"Horror,Sci-Fi,Thriller",0.46740636900486415
156432,movie,Green Lantern,2011,114,"Action,Adventure,Sci-Fi",0.46738446958363494
185205,movie,G.I. Joe: Retaliation,2013,110,"Action,Adventure,Sci-Fi",0.4671758633546806
185629,movie,Lockout,2012,95,"Action,Sci-Fi,Thriller",0.46704043793181566
162053,movie,Battle Los Angeles,2011,116,"Action,Adventure,Sci-Fi",0.46689817435285613
224347,movie,Spring,2014,109,"Horror,Romance,Sci-Fi",0.46460071300528727
255991,movie,Oxygen,2021,100,"Drama,Fantasy,Sci-Fi",0.463320079468752
77381,movie,Hollow Man,2000,112,"Action,Horror,Sci-Fi",0.4625613505236082
202333,movie,Assassin's Creed,2016,115,"Action,Adventure,Sci-Fi",0.4622988941220427
178413,movie,Stake Land,2010,98,"Drama,Horror,Sci-Fi",0.4617439969090097
265514,movie,Project Power,2020,113,"Action,Crime,Sci-Fi",0.4615113806536481
49384,movie,The Quiet Earth,1985,91,"Drama,Mystery,Sci-Fi",0.4612586812962851
99496,movie,Aditya 369,1991,140,"Adventure,Comedy,Sci-Fi",0.46109972239688335
72463,movie,Dragon Ball Z: Wrath of the Dragon,1995,52,"Action,Animation,Sci-Fi",0.46072380664912504
45259,movie,Outland,1981,109,"Action,Crime,Sci-Fi",0.46021809845957456
35794,movie,Silent Running,1972,89,"Drama,Sci-Fi",0.45919420886195694
57530,movie,Forever Young,1992,102,"Drama,Romance,Sci-Fi",0.45917618995320003
251644,movie,Possessor,2020,103,"Horror,Mystery,Sci-Fi",0.4589368935711349
202008,movie,Upstream Color,2013,96,"Drama,Sci-Fi",0.4584473897323378
6015,movie,Island of Lost Souls,1932,70,"Horror,Sci-Fi",0.4584232502216737
39662,movie,The Stepford Wives,1975,115,"Horror,Mystery,Sci-Fi",0.4568458407933088
162561,movie,Pontypool,2008,93,"Horror,Sci-Fi",0.4565390002542002
47461,movie,Twilight Zone: The Movie,1983,101,"Horror,Sci-Fi",0.45650992736325285
103483,movie,The One,2001,87,"Action,Sci-Fi,Thriller",0.4564938647382509
264745,movie,Le chant du loup,2019,115,"Action,Adventure,Sci-Fi",0.45641272908578284
50405,movie,Night of the Creeps,1986,88,"Comedy,Horror,Sci-Fi",0.45639165756418126
240018,movie,The Meg,2018,113,"Action,Horror,Sci-Fi",0.4561375850930785
148785,movie,Gamer,2009,95,"Action,Sci-Fi,Thriller",0.4557181767687897
269432,movie,In the Shadow of the Moon,2019,115,"Crime,Mystery,Sci-Fi",0.4556658352279154
25661,movie,On the Beach,1959,134,"Drama,Romance,Sci-Fi",0.45535689151929826
230544,movie,Cargo,2017,105,"Drama,Horror,Sci-Fi",0.45510202938936173
100987,movie,S1m0ne,2002,117,"Comedy,Drama,Sci-Fi",0.4548076101376795
40330,movie,The Man Who Fell to Earth,1976,139,"Drama,Sci-Fi",0.45469534188792254
19794,movie,The Man in the White Suit,1951,85,"Comedy,Drama,Sci-Fi",0.45450105597628265
50051,movie,From Beyond,1986,85,"Horror,Sci-Fi",0.4542231159771897
240255,movie,Indru Netru Naalai,2015,146,"Comedy,Sci-Fi,Thriller",0.45403819998273526
167113,movie,The Watch,2012,102,"Comedy,Sci-Fi",0.45353279628341014
30875,movie,Fantastic Voyage,1966,100,"Adventure,Family,Sci-Fi",0.45304310802851266
39588,movie,Rollerball,1975,125,"Action,Sci-Fi,Sport",0.45218015642222764
265325,movie,Attack,2022,121,"Action,Sci-Fi,Thriller",0.45099813475599604
147528,movie,Splice,2009,104,"Horror,Sci-Fi",0.45093252602128514
248776,movie,ARQ,2016,88,"Action,Sci-Fi,Thriller",0.4508695511979886
217790,movie,The Signal,2014,97,"Drama,Mystery,Sci-Fi",0.45066525079667025
43928,movie,The Final Countdown,1980,103,"Action,Adventure,Sci-Fi",0.45026351169115425
130522,movie,The Invasion,2007,99,"Sci-Fi,Thriller",0.45020686159989187
162191,movie,The Fourth Kind,2009,98,"Horror,Mystery,Sci-Fi",0.44982479581021134
137298,movie,Doomsday,2008,113,"Action,Sci-Fi,Thriller",0.449349688377826
45619,movie,Airplane II: The Sequel,1982,85,"Comedy,Sci-Fi",0.44885733481393714
35631,movie,The Omega Man,1971,98,"Action,Drama,Sci-Fi",0.4486721720750695
148144,movie,Gemini Man,2019,117,"Action,Adventure,Sci-Fi",0.44866380690186275
145414,movie,The Day the Earth Stood Still,2008,104,"Adventure,Drama,Sci-Fi",0.4484658269319581
29767,movie,The Last Man on Earth,1964,86,"Drama,Horror,Sci-Fi",0.44794301919788254
173573,movie,Downsizing,2017,135,"Drama,Fantasy,Sci-Fi",0.4475199986999826
152625,movie,Quarantine,2008,89,"Horror,Sci-Fi,Thriller",0.4474763126242786
136837,movie,Dasavatharam,2008,188,"Action,Adventure,Sci-Fi",0.4471139571945325
191564,movie,Sound of My Voice,2011,87,"Drama,Mystery,Sci-Fi",0.446719226035039
19822,movie,Monkey Business,1952,97,"Comedy,Sci-Fi",0.44658846685678866
35305,movie,Escape from the Planet of the Apes,1971,98,"Action,Sci-Fi",0.44648206716394717
55526,movie,RoboCop 2,1990,117,"Action,Crime,Sci-Fi",0.44620575968135345
65811,movie,Godzilla,1998,139,"Action,Sci-Fi,Thriller",0.4448215865659218
198752,movie,Automata,2014,109,"Action,Drama,Sci-Fi",0.4446826905759998
65495,movie,Soldier,1998,99,"Action,Drama,Sci-Fi",0.44450554817739435
10888,movie,Son of Frankenstein,1939,99,"Drama,Horror,Sci-Fi",0.443965814021857
272262,movie,The Witch: Part 1 - The Subversion,2018,125,"Action,Mystery,Sci-Fi",0.44381562439050737
242941,movie,Color Out of Space,2019,111,"Horror,Mystery,Sci-Fi",0.4433891641759907
62711,movie,Species,1995,108,"Action,Horror,Sci-Fi",0.4432406216765764
250106,movie,Underwater,2020,95,"Action,Horror,Sci-Fi",0.4431065674880215
47386,movie,Strange Brew,1983,90,"Comedy,Crime,Sci-Fi",0.4428164072932497
252138,movie,Captive State,2019,109,"Action,Horror,Sci-Fi",0.4427301102909585
63953,movie,The Nutty Professor,1996,95,"Comedy,Romance,Sci-Fi",0.44226721928536394
213506,movie,Pacific Rim: Uprising,2018,111,"Action,Adventure,Sci-Fi",0.4420752274428125
246497,movie,Anon,2018,100,"Crime,Sci-Fi,Thriller",0.44140943579393266
23547,movie,The Curse of Frankenstein,1957,82,"Horror,Sci-Fi,Thriller",0.44131464960482664
97182,movie,"Dude, Where's My Car?",2000,83,"Comedy,Mystery,Sci-Fi",0.4411037021759071
47065,movie,The Man with Two Brains,1983,93,"Comedy,Romance,Sci-Fi",0.44032514015976454
65211,movie,Mimic,1997,105,"Horror,Sci-Fi",0.4399948030507026
63063,movie,The Arrival,1996,115,"Mystery,Sci-Fi,Thriller",0.4395047495091343
61298,movie,Timecop,1994,99,"Action,Crime,Sci-Fi",0.4391670802302145
145237,movie,Repo! The Genetic Opera,2008,98,"Horror,Musical,Sci-Fi",0.4386606643939661
243994,movie,The Discovery,2017,102,"Drama,Romance,Sci-Fi",0.4381346139526632
28812,movie,The Nutty Professor,1963,107,"Comedy,Romance,Sci-Fi",0.4380528452995182
32035,movie,Quatermass and the Pit,1967,97,"Horror,Mystery,Sci-Fi",0.43792942315232014
33350,movie,Colossus: The Forbin Project,1970,100,"Sci-Fi,Thriller",0.4375322259975232
198904,movie,Victor Frankenstein,2015,110,"Drama,Horror,Sci-Fi",0.4371451533459363
34229,movie,Beneath the Planet of the Apes,1970,95,"Action,Adventure,Sci-Fi",0.4367429956076981
207065,movie,These Final Hours,2013,87,"Drama,Sci-Fi,Thriller",0.4365533742509424
190275,movie,Anna,2013,99,"Drama,Mystery,Sci-Fi",0.4362218739743262
36827,movie,Slaughterhouse-Five,1972,104,"Comedy,Drama,Sci-Fi",0.43619429963697715
268260,movie,Prospect,2018,100,"Adventure,Drama,Sci-Fi",0.4361490477611553
107971,movie,Pulse,2001,119,"Horror,Mystery,Sci-Fi",0.43611775046566514
168689,movie,Swan Song,2021,112,"Drama,Romance,Sci-Fi",0.43592128135945923
120404,movie,The Forgotten,2004,91,"Drama,Mystery,Sci-Fi",0.43573252835488274
186660,movie,Jupiter Ascending,2015,127,"Action,Adventure,Sci-Fi",0.43569678737965895
62644,movie,Screamers,1995,108,"Horror,Sci-Fi,Thriller",0.43537852466640453
52656,movie,Killer Klowns from Outer Space,1988,88,"Comedy,Horror,Sci-Fi",0.4349559714415357
148555,movie,Splinter,2008,82,"Horror,Sci-Fi,Thriller",0.4348003340473634
62177,movie,Judge Dredd,1995,96,"Action,Crime,Sci-Fi",0.4346462122979523
211307,movie,Frequencies,2013,109,"Mystery,Romance,Sci-Fi",0.43400072930182876
187286,movie,Bloodshot,2020,109,"Action,Adventure,Sci-Fi",0.4338649484252905
24372,movie,The Blob,1958,86,"Horror,Sci-Fi",0.43375029298949896
198648,movie,Interreflections,2020,165,"Fantasy,Sci-Fi",0.4333709796892948
63407,movie,Escape from L.A.,1996,101,"Action,Adventure,Sci-Fi",0.4328243949282019
125427,movie,Renaissance,2006,105,"Action,Animation,Sci-Fi",0.4327483402667326
201439,movie,Open Grave,2013,102,"Horror,Mystery,Sci-Fi",0.4325627955825825
49933,movie,Critters,1986,86,"Comedy,Horror,Sci-Fi",0.4325574864806934
203402,movie,Hidden,2015,84,"Horror,Sci-Fi,Thriller",0.43252027377629715
258842,movie,Transit,2018,101,"Drama,Sci-Fi",0.4312177418306551
39636,movie,Shivers,1975,87,"Horror,Sci-Fi",0.4311092816932971
131252,movie,Krrish,2006,185,"Action,Adventure,Sci-Fi",0.4310637270640646
213361,movie,The Cloverfield Paradox,2018,102,"Action,Horror,Sci-Fi",0.430119322290989
127307,movie,Æon Flux,2005,93,"Action,Adventure,Sci-Fi",0.4299070470525486
121733,movie,The Final Cut,2004,95,"Drama,Sci-Fi,Thriller",0.42960673532488947
39080,movie,Death Race 2000,1975,80,"Action,Comedy,Sci-Fi",0.4294066833980555
63900,movie,Multiplicity,1996,117,"Comedy,Romance,Sci-Fi",0.4293690300633833
36187,movie,Conquest of the Planet of the Apes,1972,88,"Action,Sci-Fi",0.4292034649116647
270989,movie,Vivarium,2019,97,"Horror,Mystery,Sci-Fi",0.4290421172318796
150529,movie,The Midnight Sky,2020,118,"Adventure,Drama,Sci-Fi",0.4290243723727998
50133,movie,Man Facing Southeast,1986,105,"Drama,Mystery,Sci-Fi",0.4283557040612256
110596,movie,The Core,2003,135,"Action,Adventure,Sci-Fi",0.4282525801472489
135564,movie,The Astronaut Farmer,2006,104,"Adventure,Drama,Sci-Fi",0.427857308125107
47590,movie,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,103,"Adventure,Comedy,Sci-Fi",0.42716362154119925
121812,movie,Babylon A.D.,2008,90,"Action,Adventure,Sci-Fi",0.42704962729225043
155817,movie,Dragon Ball Z: Cooler's Revenge,1991,47,"Action,Animation,Sci-Fi",0.4268498853196802
222802,movie,Reminiscence,2021,116,"Mystery,Romance,Sci-Fi",0.42684443184030607
221716,movie,Extinction,2018,95,"Action,Drama,Sci-Fi",0.4268070653182828
194220,movie,The Congress,2013,122,"Animation,Drama,Sci-Fi",0.42609713878861905
190737,movie,Absolutely Anything,2015,85,"Comedy,Sci-Fi",0.4258813736913181
214033,movie,Resident Evil: The Final Chapter,2016,107,"Action,Horror,Sci-Fi",0.42587729855069445
46140,movie,The Masters of Time,1982,78,"Adventure,Animation,Sci-Fi",0.425844756211737
107692,movie,Dreamcatcher,2003,136,"Drama,Horror,Sci-Fi",0.4257238916977503
187065,movie,Independence Day: Resurgence,2016,120,"Action,Adventure,Sci-Fi",0.4255665745485397
195629,movie,Resident Evil: Retribution,2012,95,"Action,Horror,Sci-Fi",0.42549901120418243
55978,movie,Until the End of the World,1991,158,"Action,Drama,Sci-Fi",0.4251303341741756
276291,movie,Mission Mangal,2019,130,"Drama,History,Sci-Fi",0.4250089042087999
83056,movie,Mission to Mars,2000,114,"Adventure,Sci-Fi,Thriller",0.4246958515211232
253048,movie,Light of My Life,2019,119,"Drama,Sci-Fi,Thriller",0.42434583626910527
48172,movie,Night of the Comet,1984,95,"Comedy,Horror,Sci-Fi",0.424224220797024
56408,movie,Kafka,1991,98,"Drama,Mystery,Sci-Fi",0.4241672751631448
38999,movie,A Boy and His Dog,1975,91,"Comedy,Drama,Sci-Fi",0.4240271467436004
37203,movie,Dark Star,1974,83,"Comedy,Sci-Fi",0.42401752740351534
209302,movie,Flu,2013,122,"Action,Drama,Sci-Fi",0.4238598334749811
62173,movie,Johnny Mnemonic,1995,103,"Action,Drama,Sci-Fi",0.4237173004457555
47846,movie,Firestarter,1984,114,"Action,Horror,Sci-Fi",0.4236412637239241
260504,movie,Archive,2020,109,"Drama,Mystery,Sci-Fi",0.4231036258195175
88101,movie,Red Planet,2000,106,"Action,Sci-Fi,Thriller",0.42307969113789784
76631,movie,Impostor,2001,95,"Drama,Mystery,Sci-Fi",0.42278547862636406
213861,movie,The Survivalist,2015,104,"Drama,Sci-Fi,Thriller",0.4223931429786023
255898,movie,What We Left Behind: Looking Back at Star Trek: Deep Space Nine,2018,116,"Documentary,Sci-Fi",0.4218294859735108
230148,movie,The Predator,2018,107,"Action,Adventure,Sci-Fi",0.4217536412995152
268937,movie,Jurassic World Dominion,2022,146,"Action,Adventure,Sci-Fi",0.4206611975632221
208331,movie,The Machine,2013,91,"Action,Drama,Sci-Fi",0.42036539146657687
185843,movie,Z for Zachariah,2015,98,"Drama,Romance,Sci-Fi",0.41997812073512353
72461,movie,Dragon Ball Z: Super Android 13,1992,46,"Action,Animation,Sci-Fi",0.41961519039670475
41424,movie,Rabid,1977,91,"Horror,Sci-Fi",0.41942564642098223
223007,movie,Equals,2015,101,"Drama,Romance,Sci-Fi",0.41939820470561945
224080,movie,Transformers: The Last Knight,2017,154,"Action,Adventure,Sci-Fi",0.419346121185934
11974,movie,Dr. Jekyll and Mr. Hyde,1941,113,"Drama,Horror,Sci-Fi",0.41905007938282285
110873,movie,Timeline,2003,116,"Action,Adventure,Sci-Fi",0.41900580020701833
237491,movie,Morgan,2016,92,"Action,Horror,Sci-Fi",0.41878704968699954
65673,movie,Volcano,1997,104,"Action,Drama,Sci-Fi",0.4185786124236401
272728,movie,Child's Play,2019,90,"Drama,Horror,Sci-Fi",0.41835352569534834
32428,movie,Charly,1968,103,"Drama,Romance,Sci-Fi",0.4178078162930573
51315,movie,Wings of Honneamise,1987,121,"Animation,Drama,Sci-Fi",0.41766864113390684
7447,movie,Mad Love,1935,68,"Horror,Romance,Sci-Fi",0.41753874783011163
26858,movie,The Day the Earth Caught Fire,1961,99,"Drama,Romance,Sci-Fi",0.41741782191333665
41751,movie,Battlestar Galactica,1978,148,"Action,Adventure,Sci-Fi",0.41687247127434934
243039,movie,2.0,2018,148,"Action,Sci-Fi,Thriller",0.41678012705889755
139739,movie,Black Sheep,2006,87,"Comedy,Horror,Sci-Fi",0.4167292778706101
168692,movie,G - Zombie,2021,116,Sci-Fi,0.41658271908175204
50487,movie,Dead Man's Letters,1986,87,"Drama,Sci-Fi",0.41561102964595387
264304,movie,Little Monsters,2019,93,"Comedy,Horror,Sci-Fi",0.4154480767704981
199122,movie,Geostorm,2017,109,"Action,Sci-Fi,Thriller",0.4152659800471202
108817,movie,The Tuxedo,2002,98,"Action,Comedy,Sci-Fi",0.4144038502064007
47420,movie,Testament,1983,90,"Drama,Sci-Fi",0.41429886336722543
190637,movie,7 Aum Arivu,2011,168,"Action,Sci-Fi,Thriller",0.4142036298320989
144916,movie,The Happening,2008,91,"Adventure,Sci-Fi,Thriller",0.41415289587640836
133751,movie,The Aerial,2007,99,"Drama,Fantasy,Sci-Fi",0.4129572578600753
182528,movie,The Divide,2011,112,"Drama,Horror,Sci-Fi",0.41288101181311315
276801,movie,Jexi,2019,84,"Comedy,Romance,Sci-Fi",0.41236958991357553
265902,movie,The Wandering Earth,2019,125,"Action,Adventure,Sci-Fi",0.41205790242091733
145427,movie,Vexille,2007,109,"Action,Animation,Sci-Fi",0.41192321516399155
63215,movie,Chain Reaction,1996,107,"Action,Drama,Sci-Fi",0.41191157475365126
52125,movie,Alien Nation,1988,91,"Action,Sci-Fi",0.41160867530413653
234900,movie,The Void,2016,90,"Horror,Mystery,Sci-Fi",0.41151551403712155
57872,movie,Memoirs of an Invisible Man,1992,99,"Comedy,Romance,Sci-Fi",0.41128184380138194
42222,movie,The Medusa Touch,1978,109,"Horror,Sci-Fi",0.410978726885226
42001,movie,The Fury,1978,118,"Horror,Sci-Fi,Thriller",0.41087697615687435
58939,movie,Fortress,1992,95,"Action,Crime,Sci-Fi",0.410259999947772
118396,movie,Code 46,2003,93,"Drama,Romance,Sci-Fi",0.4102088124539106
187210,movie,Enter Nowhere,2011,90,"Mystery,Sci-Fi,Thriller",0.4100617240809111
235216,movie,The Circle,2017,110,"Drama,Sci-Fi,Thriller",0.41004262040495104
129487,movie,Doom,2005,105,"Action,Horror,Sci-Fi",0.4096309536808319
192023,movie,Extracted,2012,89,"Drama,Sci-Fi",0.40959062079798714
60887,movie,No Escape,1994,118,"Action,Drama,Sci-Fi",0.4095903981525003
26705,movie,The Absent Minded Professor,1961,92,"Comedy,Family,Sci-Fi",0.40957486915471875
272541,movie,After Yang,2021,96,"Drama,Sci-Fi",0.40938414690030095
62024,movie,Godzilla vs. Destoroyah,1995,103,"Action,Horror,Sci-Fi",0.40934797479558943
64879,movie,Flubber,1997,93,"Comedy,Family,Sci-Fi",0.40898120739209776
36414,movie,Horror Express,1972,91,"Adventure,Horror,Sci-Fi",0.4088436598696978
63102,movie,The Green Planet,1996,99,"Comedy,Sci-Fi",0.40855837697400055
142547,movie,Diary of the Dead,2007,95,"Fantasy,Horror,Sci-Fi",0.40825338779348147
208019,movie,The 5th Wave,2016,112,"Action,Adventure,Sci-Fi",0.40813504221896824
215148,movie,Harlock: Space Pirate,2013,115,"Adventure,Animation,Sci-Fi",0.4081312562658628
162000,movie,Womb,2010,111,"Drama,Romance,Sci-Fi",0.4080842691101535
124681,movie,Cargo,2009,112,"Mystery,Sci-Fi,Thriller",0.4080808114039431
165243,movie,Siren Head,2020,52,"Horror,Sci-Fi,Thriller",0.40716027472389943
46652,movie,Brainstorm,1983,106,"Sci-Fi,Thriller",0.4066901625521315
276051,movie,Stowaway,2021,116,"Adventure,Sci-Fi,Thriller",0.4063567816658844
148023,movie,Doghouse,2009,89,"Comedy,Horror,Sci-Fi",0.4063554794459199
235957,movie,Tau,2018,97,"Sci-Fi,Thriller",0.4062511223549418
54732,movie,Bride of Re-Animator,1990,96,"Comedy,Horror,Sci-Fi",0.4060138516050102
2375,movie,The Lost World,1925,110,"Adventure,Fantasy,Sci-Fi",0.4056686997554413
196484,movie,Maggie,2015,95,"Drama,Horror,Sci-Fi",0.4055856667165772
42752,movie,The Black Hole,1979,98,"Action,Sci-Fi",0.40530141513684004
